zone,date,description,score_key,value
boston-msa,2020-11-15,workers_essential,urgentcare_M_t1_WE_autoN_fareN,29.532887
boston-msa,2020-12-20,workers_essential,urgentcare_M_t1_WE_autoN_fareN,28.918549
boston-msa,2021-01-17,workers_essential,urgentcare_M_t1_WE_autoN_fareN,30.91629
boston-msa,2021-02-21,workers_essential,urgentcare_M_t1_WE_autoN_fareN,28.049866
boston-msa,2021-07-11,workers_essential,urgentcare_M_t1_WE_autoN_fareN,29.841629
boston-msa,2021-09-12,workers_essential,urgentcare_M_t1_WE_autoN_fareN,30.57208
boston-msa,2022-03-27,workers_essential,urgentcare_M_t1_WE_autoN_fareN,29.185942
boston-msa,2022-08-07,workers_essential,urgentcare_M_t1_WE_autoN_fareN,28.750797
boston-msa,2020-02-23,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.3408349
boston-msa,2020-03-15,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.1753807
boston-msa,2020-04-19,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.3138375
boston-msa,2020-05-10,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.1613042
boston-msa,2020-06-21,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.39444
boston-msa,2020-07-19,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.0683973
boston-msa,2020-08-16,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.4102998
boston-msa,2020-09-20,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.2864892
boston-msa,2020-10-18,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.3098037
boston-msa,2020-11-15,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.158787
boston-msa,2020-12-20,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.1000855
boston-msa,2021-01-17,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.3963404
boston-msa,2021-02-21,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.0883508
boston-msa,2021-07-11,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.2961597
boston-msa,2021-09-12,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.310967
boston-msa,2022-03-27,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.1452494
boston-msa,2022-08-07,hhld_single_mother,urgentcare_M_t1_WE_autoY_fareN,2.174791
boston-msa,2020-02-23,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.4533186
boston-msa,2020-03-15,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.4912548
boston-msa,2020-04-19,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.477824
boston-msa,2020-05-10,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.468282
boston-msa,2020-06-21,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.5033226
boston-msa,2020-07-19,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.4427118
boston-msa,2020-08-16,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.473704
boston-msa,2020-09-20,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.4851644
boston-msa,2020-10-18,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.5037186
boston-msa,2020-11-15,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.501409
boston-msa,2020-12-20,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.4496932
boston-msa,2021-01-17,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.5039284
boston-msa,2021-02-21,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.3824723
boston-msa,2021-07-11,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.3879347
boston-msa,2021-09-12,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.5651736
boston-msa,2022-03-27,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.4708774
boston-msa,2022-08-07,pop_asiapacific,urgentcare_M_t1_WE_autoY_fareN,2.4431944
boston-msa,2020-02-23,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8169456
boston-msa,2020-03-15,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.861399
boston-msa,2020-04-19,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8915179
boston-msa,2020-05-10,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.9139671
boston-msa,2020-06-21,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8367841
boston-msa,2020-07-19,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8684976
boston-msa,2020-08-16,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8604596
boston-msa,2020-09-20,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8379934
boston-msa,2020-10-18,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8784192
boston-msa,2020-11-15,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.9147956
boston-msa,2020-12-20,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8675475
boston-msa,2021-01-17,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8883183
boston-msa,2021-02-21,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8995311
boston-msa,2021-07-11,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.786706
boston-msa,2021-09-12,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8508272
boston-msa,2022-03-27,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.9005363
boston-msa,2022-08-07,pop_black,urgentcare_M_t1_WE_autoY_fareN,2.8431606
boston-msa,2020-02-23,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.681417
boston-msa,2020-03-15,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.1926293
boston-msa,2020-04-19,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.5427349
boston-msa,2020-05-10,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.230858
boston-msa,2020-06-21,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.7410893
boston-msa,2020-07-19,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.0962613
boston-msa,2020-08-16,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.7592988
boston-msa,2020-09-20,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.6267543
boston-msa,2020-10-18,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.5658867
boston-msa,2020-11-15,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.237559
boston-msa,2020-12-20,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.1390903
boston-msa,2021-01-17,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.837536
boston-msa,2021-02-21,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.1909776
boston-msa,2021-07-11,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.7107816
boston-msa,2021-09-12,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.6901758
boston-msa,2022-03-27,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.188112
boston-msa,2022-08-07,pop_hispanic,urgentcare_M_t1_WE_autoY_fareN,2.443556
boston-msa,2020-02-23,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.4189565
boston-msa,2020-03-15,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.305974
boston-msa,2020-04-19,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.4049537
boston-msa,2020-05-10,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.2887366
boston-msa,2020-06-21,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.474945
boston-msa,2020-07-19,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.2062733
boston-msa,2020-08-16,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.467741
boston-msa,2020-09-20,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.3972273
boston-msa,2020-10-18,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.4130843
boston-msa,2020-11-15,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.2965927
boston-msa,2020-12-20,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.2350457
boston-msa,2021-01-17,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.4750965
boston-msa,2021-02-21,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.2382338
boston-msa,2021-07-11,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.3756187
boston-msa,2021-09-12,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.3921862
boston-msa,2022-03-27,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.2610433
boston-msa,2022-08-07,pop_poverty,urgentcare_M_t1_WE_autoY_fareN,2.3277488
boston-msa,2020-02-23,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.9649509
boston-msa,2020-03-15,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.8909146
boston-msa,2020-04-19,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.9383668
boston-msa,2020-05-10,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.880616
boston-msa,2020-06-21,pop_total,urgentcare_M_t1_WE_autoY_fareN,2.004573
boston-msa,2020-07-19,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.7945253
boston-msa,2020-08-16,pop_total,urgentcare_M_t1_WE_autoY_fareN,2.0007503
boston-msa,2020-09-20,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.9373884
boston-msa,2020-10-18,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.9636564
boston-msa,2020-11-15,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.8526125
boston-msa,2020-12-20,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.823881
boston-msa,2021-01-17,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.9587761
boston-msa,2021-02-21,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.7519059
boston-msa,2021-07-11,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.8901181
boston-msa,2021-09-12,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.938893
boston-msa,2022-03-27,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.8498286
boston-msa,2022-08-07,pop_total,urgentcare_M_t1_WE_autoY_fareN,1.8054314
boston-msa,2020-02-23,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.703313
boston-msa,2020-03-15,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.6627047
boston-msa,2020-04-19,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.6741173
boston-msa,2020-05-10,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.6402229
boston-msa,2020-06-21,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.740673
boston-msa,2020-07-19,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.5490545
boston-msa,2020-08-16,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.7337414
boston-msa,2020-09-20,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.6662117
boston-msa,2020-10-18,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.7057308
boston-msa,2020-11-15,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.5949938
boston-msa,2020-12-20,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.5832199
boston-msa,2021-01-17,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.6550604
boston-msa,2021-02-21,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.4800673
boston-msa,2021-07-11,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.6057839
boston-msa,2021-09-12,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.6457214
boston-msa,2022-03-27,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.606776
boston-msa,2022-08-07,pop_white,urgentcare_M_t1_WE_autoY_fareN,1.5149403
boston-msa,2020-02-23,workers_essential,urgentcare_M_t1_WE_autoY_fareN,2.0650902
boston-msa,2020-03-15,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.9758675
boston-msa,2020-04-19,workers_essential,urgentcare_M_t1_WE_autoY_fareN,2.0437176
boston-msa,2020-05-10,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.9664481
boston-msa,2020-06-21,workers_essential,urgentcare_M_t1_WE_autoY_fareN,2.1132944
boston-msa,2020-07-19,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.8865377
boston-msa,2020-08-16,workers_essential,urgentcare_M_t1_WE_autoY_fareN,2.1072438
boston-msa,2020-09-20,workers_essential,urgentcare_M_t1_WE_autoY_fareN,2.0275946
boston-msa,2020-10-18,workers_essential,urgentcare_M_t1_WE_autoY_fareN,2.0647633
boston-msa,2020-11-15,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.9391942
boston-msa,2020-12-20,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.9099901
boston-msa,2021-01-17,workers_essential,urgentcare_M_t1_WE_autoY_fareN,2.0550985
boston-msa,2021-02-21,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.8539306
boston-msa,2021-07-11,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.9884001
boston-msa,2021-09-12,workers_essential,urgentcare_M_t1_WE_autoY_fareN,2.0217457
boston-msa,2022-03-27,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.9459817
boston-msa,2022-08-07,workers_essential,urgentcare_M_t1_WE_autoY_fareN,1.9093488
boston-urban,2020-02-23,hhld_single_mother,C000_P_c45_AM_autoN_fareN,199917.83
boston-urban,2020-03-15,hhld_single_mother,C000_P_c45_AM_autoN_fareN,197391.36
boston-urban,2020-04-19,hhld_single_mother,C000_P_c45_AM_autoN_fareN,217780.52
boston-urban,2020-05-10,hhld_single_mother,C000_P_c45_AM_autoN_fareN,220636.16
boston-urban,2020-06-21,hhld_single_mother,C000_P_c45_AM_autoN_fareN,226256.08
boston-urban,2020-07-19,hhld_single_mother,C000_P_c45_AM_autoN_fareN,227420.48
boston-urban,2020-08-16,hhld_single_mother,C000_P_c45_AM_autoN_fareN,224092.0
boston-urban,2020-09-20,hhld_single_mother,C000_P_c45_AM_autoN_fareN,197882.72
boston-urban,2020-10-18,hhld_single_mother,C000_P_c45_AM_autoN_fareN,200661.2
boston-urban,2020-11-15,hhld_single_mother,C000_P_c45_AM_autoN_fareN,201814.92
boston-urban,2020-12-20,hhld_single_mother,C000_P_c45_AM_autoN_fareN,211015.66
boston-urban,2021-01-17,hhld_single_mother,C000_P_c45_AM_autoN_fareN,208562.39
boston-urban,2021-02-21,hhld_single_mother,C000_P_c45_AM_autoN_fareN,206009.55
boston-urban,2021-07-11,hhld_single_mother,C000_P_c45_AM_autoN_fareN,239616.84
boston-urban,2021-09-12,hhld_single_mother,C000_P_c45_AM_autoN_fareN,253992.62
boston-urban,2022-03-27,hhld_single_mother,C000_P_c45_AM_autoN_fareN,232279.1
boston-urban,2022-08-07,hhld_single_mother,C000_P_c45_AM_autoN_fareN,220620.17
boston-urban,2020-02-23,pop_asiapacific,C000_P_c45_AM_autoN_fareN,278066.5
boston-urban,2020-03-15,pop_asiapacific,C000_P_c45_AM_autoN_fareN,275409.3
boston-urban,2020-04-19,pop_asiapacific,C000_P_c45_AM_autoN_fareN,294541.53
boston-urban,2020-05-10,pop_asiapacific,C000_P_c45_AM_autoN_fareN,301878.28
boston-urban,2020-06-21,pop_asiapacific,C000_P_c45_AM_autoN_fareN,295190.44
boston-urban,2020-07-19,pop_asiapacific,C000_P_c45_AM_autoN_fareN,292797.06
boston-urban,2020-08-16,pop_asiapacific,C000_P_c45_AM_autoN_fareN,291595.1
boston-urban,2020-09-20,pop_asiapacific,C000_P_c45_AM_autoN_fareN,272737.3
boston-urban,2020-10-18,pop_asiapacific,C000_P_c45_AM_autoN_fareN,277522.34
boston-urban,2020-11-15,pop_asiapacific,C000_P_c45_AM_autoN_fareN,276442.25
boston-urban,2020-12-20,pop_asiapacific,C000_P_c45_AM_autoN_fareN,298522.12
boston-urban,2021-01-17,pop_asiapacific,C000_P_c45_AM_autoN_fareN,296482.78
boston-urban,2021-02-21,pop_asiapacific,C000_P_c45_AM_autoN_fareN,294825.16
boston-urban,2021-07-11,pop_asiapacific,C000_P_c45_AM_autoN_fareN,310778.38
boston-urban,2021-09-12,pop_asiapacific,C000_P_c45_AM_autoN_fareN,324199.34
boston-urban,2022-03-27,pop_asiapacific,C000_P_c45_AM_autoN_fareN,310990.88
boston-urban,2022-08-07,pop_asiapacific,C000_P_c45_AM_autoN_fareN,293032.06
boston-urban,2020-02-23,pop_black,C000_P_c45_AM_autoN_fareN,185783.6
boston-urban,2020-03-15,pop_black,C000_P_c45_AM_autoN_fareN,188202.39
boston-urban,2020-04-19,pop_black,C000_P_c45_AM_autoN_fareN,203919.77
boston-urban,2020-05-10,pop_black,C000_P_c45_AM_autoN_fareN,209003.89
boston-urban,2020-06-21,pop_black,C000_P_c45_AM_autoN_fareN,216805.72
boston-urban,2020-07-19,pop_black,C000_P_c45_AM_autoN_fareN,219552.94
boston-urban,2020-08-16,pop_black,C000_P_c45_AM_autoN_fareN,210535.06
boston-urban,2020-09-20,pop_black,C000_P_c45_AM_autoN_fareN,185331.95
boston-urban,2020-10-18,pop_black,C000_P_c45_AM_autoN_fareN,190696.22
boston-urban,2020-11-15,pop_black,C000_P_c45_AM_autoN_fareN,190489.02
boston-urban,2020-12-20,pop_black,C000_P_c45_AM_autoN_fareN,198043.08
boston-urban,2021-01-17,pop_black,C000_P_c45_AM_autoN_fareN,194010.27
boston-urban,2021-02-21,pop_black,C000_P_c45_AM_autoN_fareN,191735.44
boston-urban,2021-07-11,pop_black,C000_P_c45_AM_autoN_fareN,223072.0
boston-urban,2021-09-12,pop_black,C000_P_c45_AM_autoN_fareN,240229.98
boston-urban,2022-03-27,pop_black,C000_P_c45_AM_autoN_fareN,221435.17
boston-urban,2022-08-07,pop_black,C000_P_c45_AM_autoN_fareN,207673.17
boston-urban,2020-02-23,pop_hispanic,C000_P_c45_AM_autoN_fareN,252042.47
boston-urban,2020-03-15,pop_hispanic,C000_P_c45_AM_autoN_fareN,242115.78
boston-urban,2020-04-19,pop_hispanic,C000_P_c45_AM_autoN_fareN,277112.3
boston-urban,2020-05-10,pop_hispanic,C000_P_c45_AM_autoN_fareN,280285.62
boston-urban,2020-06-21,pop_hispanic,C000_P_c45_AM_autoN_fareN,283158.38
boston-urban,2020-07-19,pop_hispanic,C000_P_c45_AM_autoN_fareN,284500.06
boston-urban,2020-08-16,pop_hispanic,C000_P_c45_AM_autoN_fareN,280698.3
boston-urban,2020-09-20,pop_hispanic,C000_P_c45_AM_autoN_fareN,246429.5
boston-urban,2020-10-18,pop_hispanic,C000_P_c45_AM_autoN_fareN,249707.84
boston-urban,2020-11-15,pop_hispanic,C000_P_c45_AM_autoN_fareN,251512.98
boston-urban,2020-12-20,pop_hispanic,C000_P_c45_AM_autoN_fareN,261157.17
boston-urban,2021-01-17,pop_hispanic,C000_P_c45_AM_autoN_fareN,261096.73
boston-urban,2021-02-21,pop_hispanic,C000_P_c45_AM_autoN_fareN,259456.33
boston-urban,2021-07-11,pop_hispanic,C000_P_c45_AM_autoN_fareN,301708.56
boston-urban,2021-09-12,pop_hispanic,C000_P_c45_AM_autoN_fareN,312248.9
boston-urban,2022-03-27,pop_hispanic,C000_P_c45_AM_autoN_fareN,288143.4
boston-urban,2022-08-07,pop_hispanic,C000_P_c45_AM_autoN_fareN,272024.47
boston-urban,2020-02-23,pop_poverty,C000_P_c45_AM_autoN_fareN,278333.2
boston-urban,2020-03-15,pop_poverty,C000_P_c45_AM_autoN_fareN,273068.84
boston-urban,2020-04-19,pop_poverty,C000_P_c45_AM_autoN_fareN,298352.88
boston-urban,2020-05-10,pop_poverty,C000_P_c45_AM_autoN_fareN,301908.6
boston-urban,2020-06-21,pop_poverty,C000_P_c45_AM_autoN_fareN,304254.75
boston-urban,2020-07-19,pop_poverty,C000_P_c45_AM_autoN_fareN,305374.28
boston-urban,2020-08-16,pop_poverty,C000_P_c45_AM_autoN_fareN,301826.94
boston-urban,2020-09-20,pop_poverty,C000_P_c45_AM_autoN_fareN,272466.12
boston-urban,2020-10-18,pop_poverty,C000_P_c45_AM_autoN_fareN,277148.44
boston-urban,2020-11-15,pop_poverty,C000_P_c45_AM_autoN_fareN,278329.34
boston-urban,2020-12-20,pop_poverty,C000_P_c45_AM_autoN_fareN,291869.44
boston-urban,2021-01-17,pop_poverty,C000_P_c45_AM_autoN_fareN,289480.6
boston-urban,2021-02-21,pop_poverty,C000_P_c45_AM_autoN_fareN,287915.03
boston-urban,2021-07-11,pop_poverty,C000_P_c45_AM_autoN_fareN,321722.16
boston-urban,2021-09-12,pop_poverty,C000_P_c45_AM_autoN_fareN,335608.66
boston-urban,2022-03-27,pop_poverty,C000_P_c45_AM_autoN_fareN,314351.66
boston-urban,2022-08-07,pop_poverty,C000_P_c45_AM_autoN_fareN,299901.12
boston-urban,2020-02-23,pop_total,C000_P_c45_AM_autoN_fareN,234262.6
boston-urban,2020-03-15,pop_total,C000_P_c45_AM_autoN_fareN,227711.14
boston-urban,2020-04-19,pop_total,C000_P_c45_AM_autoN_fareN,248359.48
boston-urban,2020-05-10,pop_total,C000_P_c45_AM_autoN_fareN,254998.48
boston-urban,2020-06-21,pop_total,C000_P_c45_AM_autoN_fareN,252853.56
boston-urban,2020-07-19,pop_total,C000_P_c45_AM_autoN_fareN,249843.62
boston-urban,2020-08-16,pop_total,C000_P_c45_AM_autoN_fareN,249207.28
boston-urban,2020-09-20,pop_total,C000_P_c45_AM_autoN_fareN,227172.25
boston-urban,2020-10-18,pop_total,C000_P_c45_AM_autoN_fareN,232155.06
boston-urban,2020-11-15,pop_total,C000_P_c45_AM_autoN_fareN,231858.98
boston-urban,2020-12-20,pop_total,C000_P_c45_AM_autoN_fareN,249762.39
boston-urban,2021-01-17,pop_total,C000_P_c45_AM_autoN_fareN,247696.48
boston-urban,2021-02-21,pop_total,C000_P_c45_AM_autoN_fareN,246205.1
boston-urban,2021-07-11,pop_total,C000_P_c45_AM_autoN_fareN,269423.5
boston-urban,2021-09-12,pop_total,C000_P_c45_AM_autoN_fareN,281800.03
boston-urban,2022-03-27,pop_total,C000_P_c45_AM_autoN_fareN,267072.03
boston-urban,2022-08-07,pop_total,C000_P_c45_AM_autoN_fareN,251962.06
boston-urban,2020-02-23,pop_white,C000_P_c45_AM_autoN_fareN,234359.38
boston-urban,2020-03-15,pop_white,C000_P_c45_AM_autoN_fareN,225554.39
boston-urban,2020-04-19,pop_white,C000_P_c45_AM_autoN_fareN,243836.11
boston-urban,2020-05-10,pop_white,C000_P_c45_AM_autoN_fareN,251945.7
boston-urban,2020-06-21,pop_white,C000_P_c45_AM_autoN_fareN,246110.97
boston-urban,2020-07-19,pop_white,C000_P_c45_AM_autoN_fareN,240577.28
boston-urban,2020-08-16,pop_white,C000_P_c45_AM_autoN_fareN,243341.98
boston-urban,2020-09-20,pop_white,C000_P_c45_AM_autoN_fareN,224943.7
boston-urban,2020-10-18,pop_white,C000_P_c45_AM_autoN_fareN,230248.97
boston-urban,2020-11-15,pop_white,C000_P_c45_AM_autoN_fareN,229676.84
boston-urban,2020-12-20,pop_white,C000_P_c45_AM_autoN_fareN,251777.66
boston-urban,2021-01-17,pop_white,C000_P_c45_AM_autoN_fareN,249634.22
boston-urban,2021-02-21,pop_white,C000_P_c45_AM_autoN_fareN,248511.95
boston-urban,2021-07-11,pop_white,C000_P_c45_AM_autoN_fareN,265620.1
boston-urban,2021-09-12,pop_white,C000_P_c45_AM_autoN_fareN,277173.38
boston-urban,2022-03-27,pop_white,C000_P_c45_AM_autoN_fareN,265528.16
boston-urban,2022-08-07,pop_white,C000_P_c45_AM_autoN_fareN,250853.25
boston-urban,2020-02-23,workers_essential,C000_P_c45_AM_autoN_fareN,217466.75
boston-urban,2020-03-15,workers_essential,C000_P_c45_AM_autoN_fareN,211034.14
boston-urban,2020-04-19,workers_essential,C000_P_c45_AM_autoN_fareN,230948.89
boston-urban,2020-05-10,workers_essential,C000_P_c45_AM_autoN_fareN,236906.95
boston-urban,2020-06-21,workers_essential,C000_P_c45_AM_autoN_fareN,234732.14
boston-urban,2020-07-19,workers_essential,C000_P_c45_AM_autoN_fareN,232061.8
boston-urban,2020-08-16,workers_essential,C000_P_c45_AM_autoN_fareN,231972.69
boston-urban,2020-09-20,workers_essential,C000_P_c45_AM_autoN_fareN,210604.08
boston-urban,2020-10-18,workers_essential,C000_P_c45_AM_autoN_fareN,215455.47
boston-urban,2020-11-15,workers_essential,C000_P_c45_AM_autoN_fareN,215128.53
boston-urban,2020-12-20,workers_essential,C000_P_c45_AM_autoN_fareN,231842.16
boston-urban,2021-01-17,workers_essential,C000_P_c45_AM_autoN_fareN,229846.81
boston-urban,2021-02-21,workers_essential,C000_P_c45_AM_autoN_fareN,228560.34
boston-urban,2021-07-11,workers_essential,C000_P_c45_AM_autoN_fareN,250717.25
boston-urban,2021-09-12,workers_essential,C000_P_c45_AM_autoN_fareN,262494.03
boston-urban,2022-03-27,workers_essential,C000_P_c45_AM_autoN_fareN,249257.61
boston-urban,2022-08-07,workers_essential,C000_P_c45_AM_autoN_fareN,234181.25
boston-urban,2020-02-23,hhld_single_mother,C000_P_c45_AM_autoN_fareY,126765.02
boston-urban,2020-03-15,hhld_single_mother,C000_P_c45_AM_autoN_fareY,126700.95
boston-urban,2020-04-19,hhld_single_mother,C000_P_c45_AM_autoN_fareY,139383.19
boston-urban,2020-05-10,hhld_single_mother,C000_P_c45_AM_autoN_fareY,141911.95
boston-urban,2020-06-21,hhld_single_mother,C000_P_c45_AM_autoN_fareY,145871.97
boston-urban,2020-07-19,hhld_single_mother,C000_P_c45_AM_autoN_fareY,146390.69
boston-urban,2020-08-16,hhld_single_mother,C000_P_c45_AM_autoN_fareY,144129.58
boston-urban,2020-09-20,hhld_single_mother,C000_P_c45_AM_autoN_fareY,126479.66
boston-urban,2020-10-18,hhld_single_mother,C000_P_c45_AM_autoN_fareY,128418.625
boston-urban,2020-11-15,hhld_single_mother,C000_P_c45_AM_autoN_fareY,129467.305
boston-urban,2020-12-20,hhld_single_mother,C000_P_c45_AM_autoN_fareY,134648.1
boston-urban,2021-01-17,hhld_single_mother,C000_P_c45_AM_autoN_fareY,133076.38
boston-urban,2021-02-21,hhld_single_mother,C000_P_c45_AM_autoN_fareY,131175.23
boston-urban,2021-07-11,hhld_single_mother,C000_P_c45_AM_autoN_fareY,152217.44
boston-urban,2021-09-12,hhld_single_mother,C000_P_c45_AM_autoN_fareY,160671.22
boston-urban,2022-03-27,hhld_single_mother,C000_P_c45_AM_autoN_fareY,146853.38
boston-urban,2022-08-07,hhld_single_mother,C000_P_c45_AM_autoN_fareY,142469.67
boston-urban,2020-02-23,pop_asiapacific,C000_P_c45_AM_autoN_fareY,191829.98
boston-urban,2020-03-15,pop_asiapacific,C000_P_c45_AM_autoN_fareY,191825.58
boston-urban,2020-04-19,pop_asiapacific,C000_P_c45_AM_autoN_fareY,203590.84
boston-urban,2020-05-10,pop_asiapacific,C000_P_c45_AM_autoN_fareY,209392.02
boston-urban,2020-06-21,pop_asiapacific,C000_P_c45_AM_autoN_fareY,204640.25
boston-urban,2020-07-19,pop_asiapacific,C000_P_c45_AM_autoN_fareY,204513.31
boston-urban,2020-08-16,pop_asiapacific,C000_P_c45_AM_autoN_fareY,203191.86
boston-urban,2020-09-20,pop_asiapacific,C000_P_c45_AM_autoN_fareY,189428.25
boston-urban,2020-10-18,pop_asiapacific,C000_P_c45_AM_autoN_fareY,191911.17
