block_group,hhld_nocar,hhld_single_mother,hhld_total,hhld_total_w_chld,pop_asiapacific,pop_black,pop_hispanic,pop_indig,pop_otherrace,pop_poverty,pop_total,pop_white,workers_all,workers_essential
250173839022,8,3,511,156,91,24,43,0,18,16,1442,1266,738,328
250173839023,10,22,584,149,104,13,64,0,37,25,1470,1252,670,303
250173840011,11,64,538,192,112,107,128,0,66,104,1531,1118,821,383
250173840021,96,73,1217,374,527,168,69,0,32,432,2301,1505,1020,473
250173840022,24,0,306,66,92,6,0,0,34,0,764,632,350,157
250173840023,107,61,1359,211,502,154,212,0,76,119,2428,1484,1372,604
250173851001,19,32,518,250,85,52,368,0,14,174,1717,1198,757,344
250173851002,56,14,1472,584,507,39,185,0,107,46,4274,3436,2036,928
250173851003,19,13,513,94,29,98,41,0,22,69,1154,964,749,334
250173852011,20,60,734,223,159,2,7,0,96,70,1769,1505,1002,472
250173852012,9,13,328,120,0,78,68,0,0,10,807,661,519,251
250173852021,16,35,1180,237,241,141,168,25,0,60,2542,1967,1359,609
250173852022,12,15,930,438,563,0,252,0,14,101,2846,2017,1366,588
250173852023,4,15,355,160,125,6,20,0,63,20,1017,803,593,263
250173852024,9,87,655,197,99,29,132,0,22,92,1450,1168,709,313
250173861001,2,0,374,180,14,0,24,0,0,0,989,951,371,159
250173861002,4,45,713,281,155,11,43,0,37,130,1923,1677,849,374
250173861003,3,18,469,211,40,9,101,0,82,12,1389,1157,610,267
250173871001,15,0,366,115,10,0,21,0,26,0,828,771,445,195
250173871002,14,21,342,86,37,15,0,0,0,39,759,707,452,185
250173871003,25,0,615,281,19,49,78,0,32,13,1915,1737,929,396
250173871004,11,10,271,90,45,0,0,0,31,11,669,593,468,213
250173872011,33,30,1140,520,270,59,38,0,88,55,3293,2838,1561,696
250173872012,9,0,318,52,15,0,69,0,0,16,769,685,419,192
250173872013,9,81,337,162,0,0,89,0,10,0,853,754,442,186
250173872014,11,0,374,215,40,0,86,0,0,0,1261,1135,605,263
250173872021,11,6,483,227,98,16,69,0,99,24,1379,1097,693,315
250173872022,6,4,271,97,67,0,8,0,7,0,787,705,517,220
250173872023,18,23,761,329,37,18,121,0,34,65,2121,1911,1021,448
250173881001,19,53,1026,347,535,12,30,0,30,123,2780,2173,1614,649
250173881002,10,17,561,218,379,0,0,0,43,20,1587,1165,728,305
250173881003,13,50,676,188,337,33,182,0,106,171,1427,769,497,226
250173882001,7,0,460,23,0,0,34,0,9,49,906,863,737,342
250173882002,17,29,1060,364,243,40,138,0,79,100,3030,2530,1326,633
250173882003,15,118,921,201,156,474,679,0,228,242,3662,2125,1361,644
250173883001,394,228,809,275,230,9,1170,0,19,1336,1705,277,430,253
250173883002,334,64,687,130,322,85,444,0,54,474,1460,555,369,206
250173883003,55,10,114,10,343,117,283,0,121,91,2239,1375,680,353
250173883004,99,0,205,36,160,61,288,0,13,395,800,278,236,130
250179800001,0,0,0,0,0,0,0,0,0,0,0,0,89,45
250214001001,108,0,267,18,88,0,267,0,38,450,820,427,271,118
250214001002,200,19,491,28,121,53,63,0,41,120,960,682,566,250
250214001003,408,0,1000,126,310,16,195,0,112,271,2088,1455,894,397
250214001004,259,14,636,164,78,27,433,0,27,167,1437,872,841,388
250214002001,251,21,595,116,604,0,83,10,45,837,1602,860,724,346
250214002002,696,41,1650,178,719,140,223,0,178,494,3132,1872,1269,567
250214002003,239,19,568,172,228,45,187,0,72,323,1517,985,773,366
250214003001,94,24,414,159,91,0,55,0,51,105,1246,1049,492,209
250214003002,159,43,700,151,358,46,321,0,33,229,1643,885,828,358
250214003003,108,9,479,128,316,6,0,0,53,54,1405,1030,804,352
250214004001,379,37,1057,132,193,17,97,0,33,143,2021,1681,1109,484
250214004002,431,27,1202,216,301,12,69,0,93,233,2548,2073,1185,535
250214004003,131,9,366,92,119,0,91,0,0,58,996,786,470,207
250214005001,271,52,1082,194,230,21,165,0,93,258,2148,1639,1318,565
250214005002,150,0,599,124,113,0,82,0,65,196,1386,1126,702,295
250214005003,142,27,570,137,94,19,42,0,52,89,1594,1387,785,346
250214006001,142,13,632,98,178,0,0,0,38,39,1232,1016,733,324
250214006002,299,0,1330,381,414,165,416,8,36,99,3244,2205,1378,629
250214006003,55,0,248,103,179,5,24,0,0,92,807,599,476,202
250214007001,73,37,492,144,187,0,49,0,46,59,1064,782,738,313
250214007002,72,23,488,159,228,0,106,0,67,184,1488,1087,765,354
250214007003,47,0,320,115,73,31,22,0,62,32,925,737,511,236
250214008001,142,11,433,92,321,1,42,0,0,62,1101,737,572,263
250214008002,224,0,684,185,298,0,101,0,18,144,1762,1345,855,395
250214008003,412,18,1258,166,632,48,112,0,28,409,2618,1798,1432,679
250214009001,318,24,886,218,572,47,44,0,70,287,1696,963,879,429
250214009002,107,73,300,73,0,265,28,0,6,285,537,238,304,164
250214009003,267,20,744,216,310,18,118,7,0,135,1931,1478,875,415
250214010001,65,19,305,121,210,28,39,0,0,29,854,577,489,233
250214010002,54,8,254,68,52,7,25,0,21,18,715,610,368,185
250214010003,151,119,711,318,239,213,246,0,223,300,1804,883,842,409
250214011001,48,34,547,172,200,55,73,0,105,152,1371,938,780,378
250214011002,28,7,321,128,174,46,8,0,72,62,985,685,435,194
250214011003,50,34,568,213,154,14,105,0,153,41,1677,1251,624,284
250214012001,26,4,545,170,111,104,480,0,22,33,1927,1210,769,350
250214012002,18,19,389,179,265,84,34,0,0,74,1238,855,519,225
250214012003,33,19,687,252,281,17,12,0,223,57,1723,1190,863,394
250214012004,34,36,723,323,373,159,149,0,87,241,1992,1224,733,329
250214021011,23,30,283,88,59,0,7,0,0,8,632,566,373,178
250214021012,30,21,365,101,27,131,34,0,58,39,992,742,629,291
250214021013,27,6,331,52,14,35,92,0,0,26,537,396,406,188
250214021014,45,10,553,110,70,23,14,0,49,40,1324,1168,824,390
250214021021,37,34,309,110,46,119,40,0,0,91,909,704,556,296
250214021022,61,8,508,118,114,8,264,0,28,80,1281,867,780,390
250214021023,44,23,370,129,21,171,107,0,104,38,865,462,481,250
250214021024,55,62,458,132,61,292,94,0,12,320,1283,824,725,362
250214022001,16,10,325,106,39,30,203,0,0,18,874,602,629,307
250214022002,27,26,532,196,31,152,207,4,0,58,1419,1025,882,418
250214023001,9,0,307,112,18,0,87,0,14,32,868,749,455,211
250214023002,14,9,473,187,24,0,142,0,60,26,1272,1046,805,363
250214023003,24,23,786,228,79,98,66,27,0,8,2397,2127,1296,583
250214024001,52,87,686,220,0,289,418,0,0,134,1742,1035,497,231
250214024002,15,22,197,52,0,15,46,0,70,24,529,398,436,192
250214024003,20,0,271,139,0,167,0,0,0,0,814,647,527,246
250214024004,26,0,347,50,0,0,36,0,0,16,611,575,439,189
250214024005,18,0,247,90,0,0,0,0,19,13,596,577,396,175
250214024006,83,24,1084,242,116,125,135,0,33,85,2285,1876,1204,581
250214025001,51,0,517,153,17,57,214,0,155,58,1346,903,531,237
250214025002,102,0,1034,134,33,217,132,7,25,59,2801,2387,1235,570
250214031001,4,0,243,166,105,0,102,0,0,0,888,681,407,170
250214031002,6,0,362,129,58,0,84,0,0,0,987,845,538,236
250214031003,4,0,245,139,26,0,0,0,0,0,792,766,369,151
250214031004,7,0,413,234,239,0,49,0,37,0,1338,1013,619,252
250214031005,5,0,341,141,23,2,1,0,43,3,934,865,553,234
250214031006,6,0,363,161,14,0,82,0,0,0,1099,1003,614,240
250214031007,5,0,295,111,45,0,0,0,0,0,825,780,408,172
250214033001,18,20,382,144,39,6,42,0,0,0,1244,1157,630,266
250214033002,19,0,396,184,38,0,20,0,11,10,1119,1050,515,218
250214033003,31,21,637,293,59,230,14,0,23,26,1851,1525,1023,443
250214034001,45,14,506,203,55,21,10,0,0,38,1503,1417,588,244
250214034002,43,0,476,162,24,2,0,0,0,7,1422,1396,558,234
250214034003,52,112,583,267,425,69,0,0,54,83,1419,871,723,330
250214034004,20,0,223,90,0,22,29,0,0,0,588,537,323,131
250214034005,57,0,636,147,111,13,40,0,95,95,1925,1666,892,386
250214035001,63,11,852,187,365,0,137,0,93,224,2073,1478,936,413
250214035002,48,148,654,292,208,272,13,0,51,171,1705,1161,902,406
250214035003,70,89,955,537,350,104,32,0,65,32,2887,2336,1340,588
250214041001,40,110,667,344,248,97,221,29,101,225,2006,1310,1047,468
250214041002,25,47,421,208,289,80,88,0,70,115,1301,774,560,249
250214041003,17,13,296,212,250,0,11,0,22,0,1040,757,472,198
250214042011,24,0,322,153,70,11,58,0,0,9,1014,875,469,191
250214042012,23,18,316,156,0,0,16,0,0,0,971,955,432,178
250214042013,20,8,278,157,8,11,0,0,57,40,907,831,439,180
250214042014,28,0,374,102,28,0,35,0,0,74,822,759,283,122
250214042021,23,29,559,232,141,12,54,0,48,28,1441,1186,497,198
250214042022,15,8,367,122,0,54,70,0,25,74,1038,889,361,151
250214042023,9,0,221,89,501,149,198,0,88,19,2604,1668,839,342
250214043011,0,21,391,240,30,0,37,0,0,94,1414,1347,616,262
250214043012,0,0,301,144,60,0,16,0,28,6,909,805,397,169
250214043013,0,21,393,220,107,0,11,0,13,18,1222,1091,599,247
250214043014,0,7,396,226,245,11,45,0,19,11,1269,949,469,198
250214043015,0,8,268,129,189,0,17,0,17,73,808,585,417,172
250214043021,8,13,683,277,315,49,117,0,143,35,1916,1292,920,363
250214043022,3,22,272,122,91,0,16,0,22,12,735,606,361,142
250214043023,5,0,413,146,31,0,31,0,28,0,1142,1052,484,192
250214044001,44,0,555,138,82,0,38,0,45,79,1146,981,371,125
250214044002,17,0,216,89,64,42,18,0,27,30,655,504,215,91
250214044003,20,0,260,121,75,0,31,0,37,0,811,668,258,102
250214044004,30,9,378,62,31,7,0,0,0,8,807,769,267,97
250214044005,24,8,307,101,650,185,275,0,146,60,3223,1967,981,406
250214051001,3,31,297,118,199,0,60,0,0,0,834,575,335,147
250214051002,11,27,832,447,209,91,67,0,56,21,2482,2059,1101,472
250214051003,7,18,552,178,80,0,102,0,0,24,1493,1311,817,337
250214051004,4,0,334,180,98,0,0,0,119,11,1178,961,368,149
250214061011,29,105,1137,525,280,110,6,0,26,189,3265,2843,1425,604
250214061012,10,0,389,257,0,0,27,0,0,42,1318,1291,700,301
250214061013,12,0,495,184,119,0,92,0,0,6,1452,1241,871,382
250214061021,13,0,647,193,64,0,11,0,54,39,1823,1694,1059,464
250214061022,7,16,343,169,0,0,0,0,0,11,990,990,567,235
250214061023,7,0,338,190,133,0,36,0,0,26,1158,989,579,250
250214061024,16,0,804,416,11,0,98,0,36,103,2742,2597,1090,484
250214071001,11,0,393,77,0,0,125,0,0,60,1252,1127,688,305
250214071002,17,12,604,183,0,0,0,0,0,14,1494,1494,947,428
250214071003,23,94,845,390,45,165,0,0,40,71,2294,2044,1064,476
250214071004,12,0,457,104,0,7,57,0,19,0,1116,1033,617,268
250214071005,20,19,708,203,67,0,202,0,0,27,2046,1777,1040,455
250214081011,7,0,883,342,3,3,15,3,0,175,2409,2385,1217,561
250214081012,6,47,722,244,0,87,1,0,47,67,1798,1663,850,378
250214081013,8,48,968,446,278,85,14,0,30,130,3221,2814,1638,720
250214081014,2,0,239,50,0,0,0,0,0,13,643,643,564,256
250214081021,12,66,474,191,50,21,0,0,40,23,1324,1213,615,272
250214081022,18,8,709,252,30,159,81,0,45,111,1969,1654,1029,489
250214081023,8,18,341,92,26,15,45,0,23,185,821,712,573,259
250214081024,9,8,355,160,9,0,0,0,20,44,1059,1030,591,267
250214091011,18,40,762,317,9,0,96,27,0,75,2277,2145,1062,461
250214091012,7,10,319,110,15,0,16,0,0,0,872,841,448,200
250214091013,7,10,301,101,5,698,691,10,58,9,3198,1736,1086,495
250214091021,22,11,836,323,40,44,16,0,0,42,2279,2179,1344,583
250214091022,25,12,931,428,128,8,123,0,79,57,3122,2784,1619,702
250214101001,16,0,304,51,0,0,0,0,48,34,799,751,530,245
250214101002,70,97,1274,354,98,18,295,0,0,400,3673,3262,1325,609
250214101003,17,19,321,85,1,0,1,0,0,2,652,650,422,200
250214101004,31,26,573,246,0,53,30,0,62,96,1820,1675,1056,486
250214103001,6,19,673,177,8,40,104,0,154,28,1751,1445,1099,497
250214103002,9,44,1088,373,69,249,71,0,94,85,2774,2291,1317,600
250214104001,5,9,291,91,12,0,0,0,0,0,827,815,659,291
250214104002,9,39,483,290,58,102,12,0,0,120,1635,1463,713,309
250214104003,4,11,251,117,0,0,0,0,0,0,764,764,399,187
250214104004,8,18,420,99,23,188,27,0,0,32,969,731,559,264
250214104005,19,132,979,194,90,242,128,0,11,174,1871,1400,1069,503
250214111001,34,0,622,209,0,13,407,0,0,0,1786,1366,873,394
250214111002,30,16,564,289,97,317,216,0,74,132,1796,1092,947,438
250214111003,42,0,771,179,16,0,82,0,14,59,1793,1681,928,423
250214111004,29,0,537,152,73,0,37,0,0,15,1248,1138,854,403
250214111005,30,15,549,239,0,0,116,0,103,63,1711,1492,928,415
250214112001,15,0,550,213,0,16,0,0,16,0,1414,1382,833,389
250214112002,29,39,1043,443,101,120,36,0,0,150,3115,2858,1570,746
250214112003,16,0,573,232,309,53,67,0,94,211,1522,999,960,426
250214112004,8,29,308,144,49,0,0,0,12,21,814,753,640,297
250214113011,72,0,989,409,80,33,26,26,94,61,3036,2777,1714,760
250214113012,35,0,478,111,63,0,0,0,0,0,1223,1160,672,303
250214113013,42,34,572,213,0,0,139,0,0,32,1520,1381,702,307
250214113021,11,10,297,58,71,6,17,0,0,58,702,608,449,189
250214113022,21,46,558,319,55,100,175,26,106,79,2328,1866,1109,500
250214113023,19,9,505,113,150,28,42,0,22,183,1067,825,627,292
250214121001,57,0,844,189,428,0,53,0,40,26,2524,2003,936,418
250214121002,29,0,436,237,109,0,21,0,67,0,1345,1148,518,214
250214121003,42,64,623,233,51,0,69,0,17,152,1581,1444,1180,509
250214121004,26,20,391,203,22,0,0,0,45,0,1318,1251,570,256
250214122001,53,14,666,200,224,0,19,0,31,37,1829,1555,819,350
250214122002,62,22,778,309,69,0,31,0,88,57,2141,1953,961,423
250214123001,5,8,460,119,146,107,70,0,0,86,1223,900,682,319
250214123002,4,7,326,154,64,0,59,0,26,0,1083,934,615,287
250214123003,3,18,283,136,26,0,9,0,15,0,909,859,453,206
250214123004,8,48,658,295,165,7,32,0,105,25,1910,1601,1023,454
250214131001,30,40,545,200,14,24,0,0,59,143,1425,1328,811,374
250214131002,18,15,333,110,20,0,117,0,0,68,1094,957,464,222
250214131003,20,0,373,107,73,0,53,0,36,33,988,826,719,322
250214131004,28,12,515,64,0,99,47,0,43,162,972,783,786,374
250214131005,17,18,318,152,38,50,210,0,0,104,884,586,745,363
250214132001,81,0,544,92,28,94,6,0,0,26,1371,1243,663,325
250214132002,83,43,557,231,0,1,242,0,19,186,1575,1313,873,424
250214132003,77,13,517,103,141,128,53,0,0,273,1231,909,685,333
250214132004,166,204,1116,299,18,0,0,0,21,691,2413,2374,1182,563
250214133001,36,28,851,257,223,110,149,0,0,97,2095,1613,1529,732
250214133002,25,11,586,133,0,57,16,0,13,19,1583,1497,649,294
250214133003,19,0,458,149,0,0,116,0,0,24,1306,1190,674,304
250214134011,57,9,411,38,0,83,10,0,1,38,719,625,570,264
250214134012,80,3,579,134,0,179,50,0,0,29,1248,1019,794,370
250214134013,62,25,450,163,0,0,54,0,0,15,1096,1042,509,253
250214134021,15,22,467,146,72,67,172,0,51,71,1196,834,761,352
250214134022,32,50,966,416,885,280,397,0,138,82,2442,742,1125,541
250214134023,14,0,418,76,45,21,32,0,21,0,921,802,579,279
250214135001,44,24,605,182,290,76,76,0,54,0,1689,1193,951,453
250214135002,45,100,622,152,0,320,154,0,46,224,1568,1048,718,363
250214135003,38,49,533,188,115,158,64,0,16,31,1385,1032,854,406
250214141001,8,43,354,202,175,0,15,0,40,0,1028,798,447,216
250214141002,5,0,206,25,25,0,0,0,38,44,408,345,344,161
250214141003,18,61,735,324,543,206,254,0,14,18,2265,1248,1118,485
250214141004,19,45,778,233,342,20,96,0,37,65,1921,1426,1052,468
250214142001,1,0,271,101,71,0,0,0,0,0,844,773,439,199
250214142002,5,63,910,497,641,102,180,0,60,9,3047,2064,1391,605
250214142003,2,23,374,201,46,0,174,0,98,0,1167,849,629,267
250214142004,4,0,809,382,560,0,7,0,8,57,2499,1924,1217,534
250214143001,70,66,1146,540,478,155,50,0,107,84,3327,2537,1379,602
250214143002,19,7,320,93,54,9,0,0,34,43,754,657,445,208
250214143003,24,7,394,134,82,19,32,8,0,31,1140,999,733,338
250214151011,10,53,534,238,132,149,103,0,7,38,1657,1266,1000,451
250214151012,22,7,1226,415,308,158,165,0,100,67,3171,2440,1590,727
250214151021,57,98,689,188,0,0,0,0,184,130,1554,1370,1078,514
250214151022,53,77,640,137,99,265,71,0,67,190,1341,839,650,323
250214151023,78,131,945,413,83,345,202,0,11,207,2460,1819,1277,606
250214151024,47,47,573,193,84,49,106,0,48,0,1587,1300,724,374
250214151025,56,50,672,190,140,36,29,0,39,168,1532,1288,486,236
250214152001,138,29,1184,353,22,154,95,0,23,65,2847,2553,1469,682
250214152002,133,42,1138,371,532,246,43,0,59,172,2896,2016,1752,835
250214153001,54,25,901,311,249,70,6,0,22,82,2681,2334,1453,669
250214153002,31,12,519,170,71,61,74,0,0,37,1408,1202,729,340
250214161011,10,0,217,47,72,0,40,0,0,0,484,372,416,185
250214161012,30,0,631,274,148,20,59,0,35,28,1993,1731,1094,485
250214161013,29,29,600,338,78,211,106,0,78,165,2113,1640,967,421
250214161014,23,18,484,124,136,15,6,0,30,57,1180,993,610,280
250214161021,59,9,598,107,287,198,164,0,89,29,3086,2348,1047,485
250214161022,32,0,327,105,22,152,14,0,14,13,939,737,347,167
250214162001,17,58,376,182,25,811,0,0,154,120,1395,405,636,336
250214162002,10,10,230,177,0,82,38,0,137,0,864,607,490,254
250214162003,15,0,335,122,42,0,16,0,60,15,928,810,593,275
250214162004,11,35,254,76,30,121,0,0,0,14,568,417,348,167
250214162005,12,21,267,72,68,392,46,0,0,39,729,223,490,250
250214162006,15,0,327,205,127,378,32,0,51,78,1158,570,553,270
250214162007,22,136,477,203,0,926,143,0,0,139,1352,283,825,439
250214163001,61,22,470,234,33,45,10,0,20,18,1536,1428,820,363
250214163002,37,31,283,104,61,206,54,0,17,37,778,440,444,206
250214163003,38,10,291,110,0,77,16,0,10,0,764,661,466,216
250214163004,39,6,302,137,107,0,57,0,0,14,889,725,436,210
250214163005,55,16,423,78,8,450,27,0,18,73,864,361,434,214
250214164001,4,0,256,138,123,0,0,44,68,0,856,621,442,202
250214164002,3,0,214,45,18,0,0,0,16,30,456,422,375,175
250214164003,5,0,329,121,103,0,0,0,0,0,951,848,477,216
250214164004,4,43,249,119,45,0,13,0,17,95,779,704,428,200
250214164005,5,7,299,190,0,0,0,0,0,25,1132,1132,564,258
250214164006,5,0,319,149,35,0,28,0,0,52,962,899,574,259
250214164007,5,0,323,135,219,0,0,0,0,97,812,593,562,254
250214171001,20,0,312,0,619,0,25,0,11,90,1165,510,490,256
250214171002,21,0,334,141,334,88,1,0,16,91,844,405,460,224
250214171003,24,9,388,129,617,0,0,0,0,0,1186,569,497,244
250214171004,20,0,318,99,149,109,0,0,14,18,785,513,585,281
250214171005,22,0,348,62,166,84,24,0,0,60,889,615,490,233
250214172001,269,0,1291,207,1519,124,24,0,16,207,2910,1227,1586,822
250214172002,70,0,338,66,100,137,0,0,12,159,914,665,438,231
250214172003,73,0,352,87,553,0,0,0,0,18,854,301,538,286
250214172004,59,0,284,46,338,16,0,0,0,146,751,397,565,281
250214172005,96,0,462,46,411,38,0,0,19,164,1118,650,590,292
250214172006,77,13,371,78,269,15,16,0,78,0,976,598,610,315
250214172007,38,0,184,37,532,0,20,0,0,118,609,57,411,211
250214173001,145,9,991,73,318,54,36,0,0,208,1724,1316,1016,501
250214173002,100,0,683,62,298,92,47,0,10,46,1191,744,511,234
250214174001,12,0,378,67,0,0,19,0,9,25,801,773,656,301
250214174002,15,0,469,91,112,71,99,0,0,152,1156,874,525,248
250214174003,6,0,201,64,0,0,27,0,0,0,526,499,400,173
250214175011,24,0,316,98,122,0,0,0,90,0,803,591,462,237
250214175012,38,0,502,161,824,0,34,0,0,55,1583,725,825,406
250214175013,61,16,806,117,360,17,71,0,189,199,1575,938,891,456
250214175014,30,0,398,92,727,0,20,0,0,35,1047,300,866,441
250214175021,57,39,445,39,285,19,25,0,78,89,860,453,623,327
250214175022,54,15,428,111,872,23,21,0,0,212,1346,430,636,342
250214175023,46,63,360,127,636,30,10,0,22,180,1071,373,470,244
250214175024,75,8,593,168,722,72,0,0,33,155,1434,607,956,498
250214176011,58,0,310,22,82,15,0,0,0,21,438,341,414,204
250214176012,80,22,424,153,794,42,66,0,51,89,1745,792,1058,510
250214176013,119,0,633,158,894,53,0,0,0,551,1507,560,683,328
250214176014,95,0,508,99,677,33,4,128,14,44,1144,288,769,375
250214176021,190,56,700,211,102,94,34,0,0,12,1748,1518,821,408
250214176022,175,0,646,186,727,98,16,0,0,88,1601,760,957,481
250214176023,244,20,898,60,898,124,1,0,0,219,1708,685,1286,662
250214177011,253,22,744,83,252,17,0,0,0,86,1371,1102,873,432
250214177012,198,77,581,119,247,14,0,0,0,135,1018,757,448,218
250214177013,289,0,848,212,819,56,176,0,74,24,1784,659,863,457
250214177014,260,0,762,15,211,38,12,3,27,167,1353,1062,841,414
250214177021,9,0,207,78,0,18,0,0,9,0,613,586,414,193
250214177022,18,8,415,91,190,151,28,0,46,139,1122,707,686,324
250214177023,17,0,395,109,154,0,0,0,9,107,1017,854,583,269
250214178011,8,0,268,20,0,13,0,0,0,3,587,574,667,302
250214178012,12,0,390,82,28,133,39,0,35,0,1000,765,481,218
250214178013,12,0,369,106,94,20,0,0,0,11,821,707,724,351
250214178014,12,13,374,123,39,17,72,0,0,16,997,869,429,203
250214178015,16,24,512,148,0,55,17,0,11,175,1351,1268,965,471
250214178021,214,96,636,247,517,103,1,0,66,300,1737,1050,859,464
250214178022,233,48,691,149,748,235,35,0,48,607,1478,412,718,374
250214179011,141,92,786,315,686,121,0,0,0,431,2111,1304,783,420
250214179012,219,24,1214,196,523,105,172,0,91,140,2260,1369,698,374
250214179013,93,11,518,85,361,50,23,0,95,185,1272,743,972,497
250214179014,59,0,332,34,359,0,22,0,22,24,651,248,378,191
250214179015,52,33,289,60,113,0,63,0,61,158,601,364,491,233
250214179021,83,24,461,103,542,87,25,0,18,125,1312,640,763,392
250214179022,121,46,672,132,397,172,0,0,0,400,1518,949,804,405
250214179023,67,52,377,186,321,41,93,0,9,227,1183,719,490,237
250214180021,133,12,714,169,479,152,51,0,34,179,1601,885,997,468
250214180022,50,16,269,37,68,0,12,0,0,44,631,551,402,179
250214180023,107,11,575,64,103,0,0,0,0,214,1192,1089,500,231
250214180024,84,7,451,96,323,0,79,0,12,103,1025,611,591,267
250214180025,219,9,1173,376,1788,255,17,37,50,134,2650,503,1274,620
250214180031,169,72,1336,239,716,141,71,0,124,484,2812,1760,1600,761
250214180041,90,20,608,73,563,35,11,0,31,120,1433,793,908,468
250214180042,48,35,325,100,223,88,17,0,0,74,696,368,515,258
250214180043,140,34,941,260,582,132,149,0,142,327,2353,1348,1102,544
250214181011,94,59,538,196,422,19,83,0,0,359,1393,869,881,421
250214181012,249,119,1421,305,777,98,79,0,51,421,2645,1640,1547,760
250214181013,59,7,338,26,50,24,98,0,0,67,617,445,486,243
250214181021,89,10,409,78,145,39,19,0,19,59,850,628,573,285
250214181022,257,79,1177,177,435,194,170,0,67,246,2343,1477,1556,784
250214182001,55,116,781,207,373,19,98,0,0,177,1741,1251,932,456
250214182002,49,66,689,225,144,388,170,0,0,136,1750,1048,1183,617
250214182003,24,0,349,103,88,24,85,0,26,25,1020,797,484,250
250214182004,69,79,977,322,517,183,219,0,76,18,2203,1208,1277,629
250214191001,62,31,713,403,629,68,115,0,0,21,2398,1586,1210,597
250214191002,46,27,540,229,100,21,0,0,42,116,1483,1320,910,428
250214191003,54,30,628,120,106,2,0,0,0,33,1388,1280,872,413
250214191004,20,50,234,123,148,191,0,0,0,0,772,433,416,200
250214192001,55,62,953,344,334,126,28,0,46,284,2671,2137,1289,629
250214192002,20,0,351,37,113,0,0,0,0,27,613,500,398,198
250214192003,11,21,201,67,103,0,15,0,0,21,579,461,464,213
250214192004,22,20,391,169,48,30,12,0,56,0,1416,1270,722,360
250214193001,82,118,565,235,331,181,70,0,100,246,1556,874,771,401
250214193002,40,10,281,85,60,0,6,0,0,32,653,587,395,204
250214193003,58,44,405,124,43,33,50,0,11,118,910,773,572,297
250214193004,50,10,350,147,268,0,21,0,9,68,1093,795,588,298
250214194001,31,11,300,93,0,32,40,0,0,56,760,688,518,248
250214194002,41,11,392,151,30,14,36,0,0,77,1110,1030,613,293
250214194003,60,36,569,212,204,72,7,0,70,180,1428,1075,809,423
250214195001,14,25,323,91,40,86,34,0,9,8,970,801,581,295
250214195002,34,25,740,229,368,49,172,0,6,26,2177,1582,1233,584
250214196001,42,21,779,214,138,48,0,0,20,33,1537,1331,867,411
250214196002,26,19,483,101,198,18,0,0,34,54,1233,983,632,299
250214196003,43,13,792,268,99,0,10,42,58,36,1985,1776,1314,643
250214196004,37,0,677,230,144,0,96,0,0,18,2083,1843,1162,545
250214197001,52,24,663,196,464,0,36,0,111,9,1624,1013,871,416
250214197002,79,25,993,275,123,8,0,0,95,89,2443,2217,1562,735
250214198001,45,27,565,118,224,22,16,0,79,22,1379,1038,969,476
250214198002,43,39,538,108,121,82,49,0,55,112,1218,911,647,323
250214198003,51,35,648,181,70,0,0,0,11,34,1728,1647,873,411
250214201001,17,10,286,20,129,235,73,0,36,112,725,252,503,283
250214201002,15,72,251,145,72,273,192,0,0,0,930,393,605,344
250214201003,24,0,397,50,30,393,50,0,19,0,920,428,541,303
250214201004,79,151,1269,506,375,1520,180,0,92,467,3499,1332,1507,825
250214201005,48,189,775,326,279,992,446,0,35,595,2530,778,1575,886
250214202011,28,55,292,143,195,408,103,0,7,33,911,198,489,280
250214202012,95,92,966,239,427,1200,218,0,74,311,2697,778,1613,927
250214202021,20,0,556,137,389,259,133,0,66,0,1378,531,641,353
250214202022,19,19,539,151,362,500,36,0,0,105,1467,569,1050,567
250214202023,53,355,1454,564,299,1695,282,0,268,514,3854,1310,2168,1252
250214203011,33,49,273,112,56,195,182,0,16,168,809,360,533,295
250214203012,70,47,576,191,418,1045,0,0,0,120,1825,362,943,533
250214203013,136,76,1121,221,109,615,378,0,390,367,2489,997,1616,893
250214203014,68,65,562,238,214,520,196,0,76,58,1805,799,1089,616
250214203021,74,40,849,228,466,1185,389,0,383,99,2720,297,1018,557
250214203022,27,21,317,60,0,160,0,0,48,58,576,368,567,322
250214203023,27,0,313,13,33,340,0,0,42,14,706,291,650,360
250214203024,60,76,692,240,94,1241,53,0,89,184,2349,872,1347,770
250214203025,65,131,749,172,144,675,152,15,185,416,1734,563,957,537
250214211001,57,100,625,184,50,130,83,0,95,100,1305,947,1008,525
250214211002,25,0,278,45,0,0,0,0,0,0,717,717,422,219
250214211003,87,50,951,297,145,381,155,0,38,133,2826,2107,1292,667
250214211004,18,0,206,100,0,7,23,0,0,127,679,649,477,264
250214212001,9,0,520,85,56,396,68,0,0,51,1210,690,615,307
250214212002,7,52,384,170,37,15,0,0,0,80,1227,1175,694,331
250214212003,7,19,414,161,13,63,54,0,1,1,1162,1031,721,358
250214212004,6,69,335,112,176,49,2,0,0,154,718,491,878,438
250214212005,7,0,409,145,16,262,190,0,0,88,1192,724,542,270
250214221001,21,69,465,197,29,20,61,0,0,124,1357,1247,661,333
250214221002,28,0,613,155,75,0,28,0,0,8,1495,1392,727,361
250214221003,22,46,489,186,71,0,48,0,7,0,1540,1414,1087,525
